cliente_id,meses_como_cliente,compras_12m,dias_desde_ultima_compra,gasto_total_12m,ticket_medio,categoria_preferida,canal_preferido,pct_compras_com_cupom,abriu_email_mkt_pct,visitas_site_mes,chamados_suporte_12m,devolucoes_12m
C01192,34,1,133,1010,187,moda,loja,0.526,0.13,2,4,3
C01193,35,18,27,5900,296,eletronicos,site,0.078,0.442,18,4,1
C01194,3,4,75,300,61,moda,app,0.296,0.119,5,2,2
C01195,28,16,32,2960,60,moda,app,0.641,0.318,12,0,2
C01196,6,3,60,820,262,moda,site,0.251,0.136,5,1,2
C01197,52,19,32,10160,252,casa,site,0.104,0.648,33,0,1
C01198,4,2,62,130,154,beleza,site,0.052,0.093,2,1,1
C01199,41,24,14,8930,363,moda,site,0.0,0.643,9,3,0
C01200,8,4,73,60,256,moda,app,0.24,0.009,3,1,1
C01201,42,3,165,740,139,mercado,app,0.457,0.105,4,3,4
C01202,46,17,3,11120,341,casa,site,0.092,0.476,14,0,1
C01203,67,21,3,5790,310,casa,app,0.086,0.694,14,1,1
C01204,21,20,17,490,119,mercado,app,0.687,0.296,2,3,0
C01205,49,26,18,5630,375,casa,app,0.142,0.582,14,2,0
C01206,41,0,190,350,177,beleza,site,0.435,0.132,1,5,6
C01207,48,1,210,360,111,casa,app,0.353,0.025,1,5,7
C01208,43,1,113,330,157,mercado,loja,0.391,0.052,1,1,5
C01209,4,5,64,300,178,beleza,app,0.277,0.0,4,0,0
C01210,38,3,132,1060,170,mercado,site,0.294,0.088,0,8,4
